temperature,humidity,rainfall,crop,suitable
13.23,65.49,180.3,cotton,0
5.95,79.21,178.67,sunflower,0
8.1,85.41,175.56,tomato,0
12.96,66.07,227.2,maize,0
23.28,28.87,316.8,rice,0
11.01,84.85,144.12,soybean,0
7.84,91.1,4.22,wheat,0
19.97,61.51,62.65,sorghum,0
43.68,63.94,157.51,rice,0
27.87,84.37,218.74,banana,1
15.74,54.26,75.97,wheat,1
48.91,30.96,10.12,sorghum,0
36.05,56.61,102.7,rice,0
18.75,68.36,44.56,tomato,1
28.0,61.06,98.97,mango,1
31.28,28.29,203.67,rice,0
2.13,96.19,156.22,potato,0
1.37,76.3,177.11,wheat,0
49.23,22.94,6.27,millet,0
30.58,50.66,86.01,sorghum,1
19.01,69.29,74.52,potato,1
22.47,64.25,77.05,soybean,1
-1.93,73.48,96.96,mustard,0
18.22,61.06,222.18,sugarcane,0
6.14,70.28,112.57,onion,0
21.2,68.89,89.73,soybean,1
25.7,56.49,133.06,maize,1
24.37,54.62,44.69,wheat,1
48.98,16.13,7.89,millet,0
23.79,66.6,91.3,soybean,1
30.45,47.79,67.28,sorghum,1
23.05,63.75,127.91,maize,1
34.65,75.25,191.32,rice,1
15.44,63.52,57.79,onion,1
5.16,94.76,232.62,groundnut,0
14.81,107.2,255.0,banana,0
32.16,72.67,211.49,rice,1
27.76,71.21,188.99,rice,1
38.91,40.77,201.3,maize,0
20.36,62.25,107.74,maize,1
40.19,37.91,58.81,maize,0
10.61,93.07,305.95,sugarcane,0
31.62,54.64,68.86,sorghum,1
23.06,54.1,44.28,wheat,1
44.35,27.82,2.33,sorghum,0
29.88,51.54,90.75,cotton,1
20.66,74.5,50.08,tomato,1
4.35,65.99,123.17,mustard,0
42.38,32.71,37.99,groundnut,0
28.13,61.36,92.0,mango,1
49.76,17.89,4.9,millet,0
32.07,40.94,41.35,millet,1
11.38,77.67,303.61,onion,0
21.02,54.33,65.95,cotton,1
14.96,40.34,44.21,mustard,1
37.73,39.92,22.53,groundnut,0
17.97,69.23,66.7,potato,1
7.36,77.9,171.17,cotton,0
42.36,98.9,100.52,maize,0
9.28,67.55,287.68,cotton,0
37.15,37.38,260.01,banana,0
31.51,30.08,0.73,onion,0
22.68,59.75,67.74,onion,1
32.22,90.0,315.0,onion,0
9.81,53.17,211.05,mustard,0
8.52,38.93,128.08,tomato,0
41.06,58.15,6.59,tomato,0
13.19,83.39,170.82,groundnut,0
17.28,68.56,96.12,potato,1
22.21,50.48,62.64,cotton,1
28.89,45.3,55.82,sorghum,1
21.82,50.5,78.12,wheat,1
17.93,54.04,142.97,millet,0
30.03,49.9,81.16,cotton,1
20.75,73.15,62.04,tomato,1
12.67,41.29,58.32,mustard,1
28.57,74.73,211.38,rice,1
18.67,68.01,122.56,millet,0
10.27,84.89,198.05,sugarcane,0
26.57,56.13,61.81,groundnut,1
39.6,24.9,64.72,groundnut,0
4.17,71.05,145.95,onion,0
38.97,16.67,0.0,mustard,0
16.73,54.12,53.69,wheat,1
16.19,59.33,32.29,onion,1
23.02,79.31,345.7,onion,0
29.59,62.36,88.45,soybean,1
15.54,56.26,68.64,onion,1
22.48,70.59,67.42,tomato,1
17.61,47.36,70.15,wheat,1
25.73,77.15,218.47,sugarcane,1
46.25,31.67,4.8,cotton,0
36.66,83.65,199.16,sugarcane,1
30.8,45.16,77.67,sorghum,1
7.02,78.12,100.49,onion,0
28.41,49.63,68.96,sorghum,1
19.91,46.68,71.8,wheat,1
41.24,22.31,2.63,sorghum,0
41.52,28.74,222.75,sorghum,0
26.65,49.75,70.28,sunflower,1
16.64,54.84,49.76,wheat,1
11.7,94.2,122.35,tomato,0
34.51,33.02,0.0,mustard,0
44.69,27.43,9.74,millet,0
2.27,92.32,191.49,potato,0
42.31,31.22,224.78,soybean,0
32.28,48.05,66.27,sorghum,1
19.23,32.42,304.15,banana,0
26.45,75.93,209.42,sugarcane,1
46.61,45.52,2.38,rice,0
10.49,55.83,141.12,millet,0
19.49,68.69,65.57,potato,1
18.36,73.82,91.89,potato,1
10.75,104.85,263.62,rice,0
30.84,44.76,48.55,millet,1
29.85,68.38,85.82,soybean,1
25.48,64.52,119.5,mango,1
14.54,64.46,189.93,cotton,0
45.08,27.63,9.65,sorghum,0
5.2,62.22,156.6,sunflower,0
5.25,102.17,271.06,sugarcane,0
27.66,67.11,88.79,soybean,1
30.76,52.62,19.39,potato,0
6.07,79.86,156.04,soybean,0
13.62,55.92,60.25,sunflower,0
23.61,81.77,217.66,sugarcane,1
32.04,81.31,192.8,banana,1
31.71,84.69,209.96,banana,1
18.83,66.07,79.74,potato,1
8.09,61.84,167.78,wheat,0
28.1,80.33,206.87,sugarcane,1
43.87,55.5,33.28,banana,0
25.84,58.44,86.39,groundnut,1
14.14,106.21,246.19,sugarcane,0
21.02,26.29,304.68,rice,0
38.21,39.55,18.11,soybean,0
14.08,79.75,115.7,sorghum,0
2.02,72.63,90.35,onion,0
36.02,97.61,142.71,onion,0
23.97,67.91,51.5,tomato,1
27.91,50.07,273.18,sunflower,0
21.1,76.1,211.37,sugarcane,1
11.68,81.97,228.84,maize,0
33.38,39.71,17.86,wheat,0
19.49,66.84,64.23,potato,1
7.69,61.04,115.5,sunflower,0
50.2,52.86,90.04,sugarcane,0
19.85,40.26,44.62,mustard,1
5.36,92.92,226.58,wheat,0
41.95,43.37,30.13,maize,0
23.82,77.09,180.07,rice,1
45.03,48.37,150.66,rice,0
23.58,45.95,61.13,wheat,1
29.01,75.64,208.88,banana,1
31.37,51.72,64.12,sorghum,1
16.83,70.57,74.74,potato,1
32.55,49.89,54.89,sorghum,1
47.91,62.72,50.5,rice,0
31.28,65.6,331.63,maize,0
38.09,44.1,41.9,maize,0
37.67,24.23,62.93,sunflower,0
41.87,70.2,342.11,sunflower,0
42.68,48.25,45.24,maize,0
31.96,80.5,205.0,banana,1
18.98,57.81,133.06,maize,1
14.22,41.62,48.57,mustard,1
7.53,99.19,132.24,potato,0
42.4,31.84,5.64,sorghum,0
37.87,26.77,14.69,groundnut,0
27.34,65.39,74.85,soybean,1
33.16,28.04,58.23,rice,0
28.71,50.02,67.25,cotton,1
16.07,42.61,47.38,mustard,1
25.77,58.89,120.44,maize,1
13.07,59.23,63.22,onion,1
31.84,40.46,42.86,millet,1
32.37,52.07,72.44,sorghum,1
9.88,89.81,176.91,soybean,0
39.26,22.46,15.92,sorghum,0
7.95,49.83,108.64,onion,0
19.05,65.83,96.07,potato,1
19.47,52.04,43.12,wheat,1
26.47,74.24,198.68,rice,1
7.26,75.1,134.34,wheat,0
28.42,53.82,80.94,cotton,1
8.68,94.83,112.18,tomato,0
19.83,71.55,87.46,potato,1
10.48,61.19,126.88,sunflower,0
26.95,55.89,87.48,mango,1
27.57,46.61,0.92,potato,0
34.18,77.77,197.06,sugarcane,1
23.7,83.54,203.5,sugarcane,1
35.42,40.17,38.0,groundnut,0
42.45,44.45,20.6,mango,0
0.25,71.81,134.6,onion,0
15.01,69.45,63.63,potato,1
41.14,65.52,39.5,banana,0
21.53,77.72,214.01,rice,1
18.26,71.51,164.27,sorghum,0
22.93,52.28,72.26,cotton,1
31.0,83.31,48.16,rice,0
24.37,54.62,77.04,wheat,1
39.88,47.98,56.23,maize,0
25.13,55.7,112.92,mango,1
21.67,43.07,150.83,sorghum,0
43.31,58.22,106.15,banana,0
43.2,27.96,5.04,millet,0
22.95,77.33,189.26,sugarcane,1
5.33,92.3,250.51,rice,0
9.37,93.0,275.18,rice,0
26.32,59.57,86.74,groundnut,1
24.25,62.86,106.37,maize,1
24.06,45.9,99.79,cotton,1
30.65,53.53,96.27,cotton,1
42.32,61.76,290.14,millet,0
18.97,48.73,56.24,wheat,1
12.59,45.77,42.67,mustard,1
26.1,72.17,46.09,tomato,1
27.53,62.17,71.09,soybean,1
29.23,53.35,58.92,sunflower,1
18.53,58.29,53.91,onion,1
22.47,50.98,75.34,sunflower,1
26.07,75.14,192.89,banana,1
21.98,64.3,49.62,onion,1
16.93,46.13,46.5,wheat,1
34.76,82.97,186.33,banana,1
33.05,40.48,128.22,maize,0
31.04,74.97,56.93,wheat,0
27.47,48.91,64.87,sunflower,1
10.44,70.37,214.74,maize,0
25.89,35.87,113.28,sugarcane,0
44.28,37.31,7.58,sunflower,0
18.04,70.92,97.6,potato,1
35.6,89.14,47.89,tomato,0
14.1,24.88,135.49,wheat,0
27.28,69.51,100.51,soybean,1
23.49,71.01,191.12,rice,1
29.06,63.46,106.71,mango,1
41.05,44.38,12.34,mango,0
21.84,70.74,67.6,tomato,1
25.74,55.73,126.87,maize,1
26.19,57.72,83.94,groundnut,1
27.33,52.67,81.52,sunflower,1
18.51,72.21,204.44,mango,0
15.05,78.83,309.57,mustard,0
21.2,67.03,76.45,tomato,1
43.87,41.36,14.44,groundnut,0
8.42,79.08,222.07,maize,0
22.93,56.43,123.31,maize,1
14.43,50.72,104.15,millet,0
28.71,53.65,82.06,cotton,1
27.64,69.53,70.85,soybean,1
19.18,59.19,42.91,onion,1
38.72,81.24,201.83,mango,0
22.31,61.8,113.26,maize,1
12.17,23.6,243.25,onion,0
34.62,79.08,181.82,banana,1
8.98,77.13,142.78,groundnut,0
35.54,47.36,248.46,millet,0
30.66,35.6,108.27,mustard,0
43.96,20.45,6.77,millet,0
27.61,60.59,89.74,soybean,1
22.66,50.31,62.13,sunflower,1
21.52,45.51,68.85,sunflower,1
25.92,54.91,72.86,groundnut,1
26.61,71.13,66.4,tomato,1
44.51,61.22,133.98,rice,0
17.46,72.65,88.17,potato,1
29.46,57.68,129.32,maize,1
26.53,88.11,15.26,potato,0
36.49,31.47,5.35,onion,0
39.76,28.95,39.52,groundnut,0
17.84,73.01,68.12,potato,1
39.49,28.98,18.98,wheat,0
29.97,49.56,61.38,sunflower,1
18.01,49.93,42.53,wheat,1
15.88,69.72,120.22,millet,0
10.8,83.94,160.45,groundnut,0
12.46,60.41,155.37,sunflower,0
35.05,39.37,2.64,onion,0
39.85,22.49,8.96,sorghum,0
43.93,60.77,47.37,banana,0
33.17,79.47,183.43,rice,1
30.89,47.72,10.9,potato,0
11.85,62.15,279.66,sorghum,0
28.07,55.52,109.55,mango,1
6.29,74.15,303.47,soybean,0
19.49,69.1,98.03,potato,1
29.04,63.52,83.73,soybean,1
30.23,44.4,64.81,millet,1
6.84,85.27,152.19,tomato,0
13.96,95.28,309.46,sugarcane,0
26.73,74.22,191.14,rice,1
8.54,91.11,208.0,soybean,0
37.04,15.5,0.0,mustard,0
38.83,82.65,183.44,soybean,0
22.36,71.74,183.0,rice,1
24.05,47.51,87.47,sunflower,1
19.22,70.69,95.87,potato,1
25.37,40.2,12.07,potato,0
31.52,99.59,311.99,mango,0
30.07,39.99,19.33,wheat,0
40.07,22.78,2.73,millet,0
27.23,47.82,63.31,sunflower,1
16.8,79.5,243.28,soybean,0
28.03,50.35,85.98,sunflower,1
26.95,74.82,44.19,tomato,1
22.71,53.81,61.28,cotton,1
48.94,50.77,84.74,banana,0
41.43,18.01,5.91,millet,0
14.53,80.4,153.82,groundnut,0
17.85,70.78,85.77,potato,1
51.02,62.92,13.33,sugarcane,0
41.49,37.79,38.32,cotton,0
45.18,57.45,79.76,rice,0
7.4,80.0,180.78,groundnut,0
14.33,90.43,285.6,sugarcane,0
13.39,52.25,128.32,millet,0
33.56,81.58,215.19,banana,1
27.68,45.47,50.73,sorghum,1
48.34,61.26,60.61,banana,0
9.11,37.92,288.91,cotton,0
6.25,47.12,166.53,tomato,0
26.6,36.01,140.81,millet,0
29.39,49.4,87.24,sorghum,1
35.47,41.97,2.02,tomato,0
27.14,54.58,96.84,cotton,1
39.42,67.09,314.75,banana,0
25.44,69.02,55.91,tomato,1
20.97,46.06,29.35,mustard,1
28.76,75.03,214.11,rice,1
19.66,107.54,309.72,banana,0
43.99,25.41,184.12,rice,0
21.68,49.04,58.72,sunflower,1
39.66,36.64,1.85,sunflower,0
47.99,50.84,87.3,sugarcane,0
22.73,56.55,96.47,groundnut,1
24.49,69.01,49.81,tomato,1
21.14,62.56,226.54,potato,0
29.0,75.88,215.14,banana,1
26.5,46.09,8.13,sorghum,0
15.93,65.15,99.11,potato,1
21.37,79.62,213.44,rice,1
39.92,28.56,19.91,wheat,0
36.66,30.07,81.44,maize,0
43.71,32.79,17.25,sunflower,0
7.37,71.66,179.58,wheat,0
30.14,24.31,18.45,wheat,0
33.74,48.73,89.41,sorghum,1
29.98,42.31,58.49,millet,1
29.09,39.72,50.53,banana,0
21.06,62.32,81.15,soybean,1
32.39,41.59,44.79,millet,1
39.19,29.38,119.98,cotton,0
11.55,80.87,160.46,maize,0
22.44,65.95,41.74,tomato,1
48.06,29.41,4.24,millet,0
31.22,51.97,85.51,sorghum,1
26.48,59.76,81.67,mango,1
10.39,91.89,169.86,maize,0
26.2,40.53,12.04,potato,0
22.41,47.99,54.74,mustard,1
6.29,73.24,156.21,cotton,0
11.33,83.95,132.79,groundnut,0
23.78,64.01,102.73,soybean,1
31.51,78.35,203.31,banana,1
28.78,68.41,105.0,soybean,1
19.58,58.13,64.98,onion,1
37.93,89.05,324.65,soybean,0
42.03,39.02,24.53,sugarcane,0
27.64,70.91,181.88,rice,1
24.28,77.06,206.36,sugarcane,1
23.42,61.18,86.34,soybean,1
29.31,62.1,126.97,maize,1
31.13,76.71,194.57,rice,1
22.73,48.91,71.15,sunflower,1
4.5,80.36,150.87,tomato,0
20.1,64.13,100.1,soybean,1
31.24,17.7,0.0,mustard,0
12.39,77.48,134.45,sorghum,0
18.0,73.89,63.99,potato,1
25.93,43.02,57.94,millet,1
16.65,103.43,278.85,banana,0
23.23,47.48,53.85,wheat,1
18.63,66.71,74.1,potato,1
9.23,78.81,233.94,maize,0
27.18,50.82,78.07,groundnut,1
28.42,46.16,86.17,sunflower,1
23.89,46.55,58.66,mustard,1
26.65,65.39,56.01,tomato,1
28.9,47.81,86.18,sorghum,1
14.12,72.28,182.22,groundnut,0
11.8,48.43,51.09,mustard,1
39.37,63.11,304.95,mango,0
9.54,75.41,101.34,wheat,0
30.48,82.68,214.34,sugarcane,1
4.89,68.92,176.84,wheat,0
35.08,27.63,0.0,mustard,0
15.22,40.24,32.11,mustard,1
5.07,72.57,140.08,wheat,0
0.69,69.3,122.58,wheat,0
15.77,56.8,30.51,onion,1
23.73,46.52,80.45,cotton,1
29.9,58.97,108.15,maize,1
27.22,58.51,132.18,maize,1
18.27,71.95,70.66,potato,1
13.03,98.27,249.39,sugarcane,0
28.06,65.64,94.4,soybean,1
27.84,59.6,96.06,mango,1
22.33,62.56,69.5,onion,1
33.51,16.41,0.0,mustard,0
34.64,97.86,125.8,cotton,0
11.9,84.95,90.83,mustard,0
28.93,41.45,34.34,millet,1
24.97,69.17,38.92,banana,0
32.18,96.22,49.97,rice,0
18.42,58.82,52.98,onion,1
39.91,67.76,186.94,soybean,0
23.76,69.23,317.05,rice,0
27.03,55.93,126.38,maize,1
49.08,68.61,59.87,banana,0
18.31,66.55,70.08,potato,1
18.59,86.89,166.44,mango,0
42.37,30.67,25.72,sunflower,0
24.62,78.99,211.84,rice,1
37.21,22.31,45.8,mustard,0
27.1,60.39,97.52,soybean,1
31.8,44.19,67.47,millet,1
15.93,59.82,56.34,onion,1
31.54,50.33,60.12,sorghum,1
23.17,73.27,210.45,rice,1
39.03,36.25,104.7,mango,0
22.55,70.85,200.62,rice,1
47.31,68.26,118.68,sugarcane,0
12.46,47.52,20.04,mustard,1
35.96,48.74,37.85,maize,0
29.55,64.01,91.63,mango,1
41.95,30.04,16.4,sorghum,0
19.9,65.22,56.47,tomato,1
27.43,57.09,90.47,mango,1
17.59,47.19,26.16,mustard,1
26.89,60.6,82.66,mango,1
19.28,68.36,114.07,millet,0
22.09,58.87,60.06,onion,1
43.87,38.31,28.75,mango,0
29.02,51.51,97.21,cotton,1
21.83,63.71,60.47,wheat,0
29.38,48.16,52.54,sorghum,1
41.99,21.79,4.43,sunflower,0
48.99,53.9,14.05,rice,0
40.14,20.52,7.73,millet,0
32.33,24.5,0.0,mustard,0
9.63,66.29,111.19,wheat,0
15.64,73.76,69.75,potato,1
18.56,61.33,126.89,maize,1
22.64,79.58,200.72,rice,1
43.96,35.0,30.53,maize,0
11.96,65.44,125.96,sunflower,0
24.45,61.26,88.15,soybean,1
28.43,52.43,86.37,sorghum,1
38.32,27.97,0.0,mustard,0
43.33,52.4,131.96,potato,0
24.35,97.0,212.04,cotton,0
38.43,24.75,25.89,sunflower,0
1.25,57.81,106.97,mustard,0
42.22,25.09,4.86,cotton,0
26.24,56.34,139.85,maize,1
3.62,55.45,98.26,mustard,0
26.45,63.64,105.91,mango,1
16.07,54.83,51.38,wheat,1
33.24,81.09,197.13,banana,1
16.12,70.29,287.04,maize,0
23.11,68.57,71.59,tomato,1
37.35,34.84,21.23,maize,0
40.61,49.94,41.94,maize,0
26.9,63.22,106.49,mango,1
13.46,83.69,149.31,mango,0
6.23,70.5,196.29,maize,0
30.71,39.44,3.92,onion,0
-0.2,76.53,150.72,onion,0
32.99,52.62,266.66,banana,0
13.33,49.41,41.85,mustard,1
20.28,46.4,337.11,sugarcane,0
28.27,59.44,86.75,groundnut,1
12.25,27.81,44.78,wheat,0
15.88,66.81,266.5,banana,0
12.37,73.36,161.74,cotton,0
24.65,58.65,104.4,mango,1
37.87,37.98,59.9,maize,0
28.72,55.56,332.93,sugarcane,0
23.92,93.07,133.43,rice,0
20.26,53.15,50.69,wheat,1
25.23,52.79,76.03,cotton,1
10.99,79.81,153.7,cotton,0
42.23,25.8,22.33,cotton,0
25.9,73.04,41.25,tomato,1
42.52,50.34,21.55,soybean,0
19.09,52.69,70.63,wheat,1
16.02,44.67,57.09,mustard,1
29.71,49.1,6.81,onion,0
18.07,67.36,77.27,tomato,1
24.43,75.2,199.89,sugarcane,1
37.8,38.07,11.9,groundnut,0
42.13,60.25,122.69,banana,0
22.41,71.35,62.84,tomato,1
10.42,66.52,156.77,millet,0
10.38,22.23,26.08,sugarcane,0
25.8,68.5,49.73,tomato,1
28.87,52.26,97.23,groundnut,1
19.91,48.56,77.65,wheat,1
22.21,50.28,78.82,groundnut,1
18.13,53.61,211.9,potato,0
36.96,49.94,165.52,soybean,0
28.35,68.07,83.83,soybean,1
18.33,41.82,24.01,mustard,1
42.86,53.04,49.85,banana,0
40.05,82.79,250.83,sorghum,0
27.87,47.19,86.61,sunflower,1
36.85,34.69,18.76,mango,0
23.87,70.14,47.97,tomato,1
21.86,49.09,56.67,sunflower,1
6.96,70.53,175.53,cotton,0
33.59,41.89,15.43,tomato,0
28.53,44.78,41.78,millet,1
17.68,44.96,287.76,sunflower,0
20.33,67.71,44.64,tomato,1
36.82,76.26,208.02,sugarcane,0
38.71,20.73,0.35,sunflower,0
18.89,67.66,77.04,tomato,1
35.8,44.48,10.53,groundnut,0
17.17,53.64,42.26,wheat,1
24.88,68.22,84.78,soybean,1
21.55,72.46,44.86,tomato,1
41.9,48.07,37.09,maize,0
36.64,40.05,13.37,tomato,0
8.32,71.92,140.93,groundnut,0
23.61,55.18,61.43,groundnut,1
8.0,97.28,164.5,tomato,0
15.43,80.07,169.51,mango,0
31.37,69.51,315.12,groundnut,0
28.45,49.07,56.77,sorghum,1
13.7,73.19,142.0,cotton,0
29.48,81.84,219.31,sugarcane,1
32.47,48.41,70.2,sorghum,1
28.64,60.9,80.72,mango,1
47.87,60.21,145.02,banana,0
34.9,83.79,201.79,banana,1
28.34,85.88,271.73,mustard,0
19.62,53.07,68.93,wheat,1
5.59,90.22,118.46,tomato,0
29.26,50.03,60.43,cotton,1
16.06,55.66,30.6,onion,1
11.95,92.33,181.05,cotton,0
13.89,55.16,50.48,onion,1
19.65,72.08,83.6,potato,1
27.42,61.88,97.9,mango,1
18.72,61.37,61.42,onion,1
16.71,61.99,115.08,sorghum,0
18.64,62.76,56.35,onion,1
20.05,80.61,211.07,sugarcane,1
26.43,70.13,60.24,tomato,1
42.65,53.83,320.55,rice,0
20.71,64.16,99.57,soybean,1
11.8,46.75,40.49,mustard,1
43.77,53.86,15.39,soybean,0
31.98,83.24,183.11,sugarcane,1
41.9,41.21,39.83,groundnut,0
18.23,60.75,41.25,onion,1
9.32,62.77,110.36,banana,0
9.85,88.06,111.8,tomato,0
32.26,72.99,206.54,rice,1
39.5,83.37,131.19,groundnut,0
4.34,85.37,122.36,tomato,0
34.75,27.39,0.0,mustard,0
13.67,79.98,152.02,soybean,0
30.21,50.88,70.76,sorghum,1
20.63,53.3,66.69,sunflower,1
19.93,58.99,45.32,onion,1
15.97,44.57,43.77,mustard,1
29.93,58.2,96.83,mango,1
8.58,73.7,177.8,wheat,0
29.57,69.94,19.91,mango,0
41.48,31.38,26.0,sunflower,0
28.17,51.68,73.18,sunflower,1
27.54,65.05,65.88,wheat,0
47.4,64.04,98.22,banana,0
23.85,42.17,42.47,mustard,1
33.64,76.28,207.2,banana,1
15.69,67.97,84.08,potato,1
27.51,56.25,92.34,mango,1
38.83,41.97,16.81,mango,0
3.04,98.92,139.73,tomato,0
42.44,95.26,239.73,potato,0
-3.77,67.29,118.34,mustard,0
18.69,54.26,5.92,potato,0
26.32,83.13,210.52,banana,1
21.13,66.02,68.06,tomato,1
39.1,25.32,28.66,sorghum,0
17.87,73.65,76.49,potato,1
36.72,82.68,106.94,mango,0
34.43,43.89,241.41,groundnut,0
23.04,38.11,308.32,potato,0
-0.79,73.27,108.04,onion,0
24.87,62.24,76.77,soybean,1
39.12,35.42,19.33,sorghum,0
15.91,41.4,53.06,mustard,1
31.19,43.63,69.47,millet,1
32.92,46.11,4.85,potato,0
24.35,49.26,33.03,mustard,1
28.47,56.46,129.28,maize,1
36.93,86.85,68.69,sunflower,0
36.71,78.26,190.9,sugarcane,1
5.5,93.05,329.73,tomato,0
20.33,55.49,64.05,onion,1
14.53,98.03,240.28,sugarcane,0
23.89,72.47,205.51,rice,1
15.61,42.52,83.14,wheat,0
15.7,71.57,94.94,maize,0
15.5,87.18,157.78,groundnut,0
20.47,29.72,272.91,mango,0
13.67,45.78,55.78,mustard,1
7.52,94.21,128.62,potato,0
40.95,36.01,58.46,maize,0
31.41,48.9,73.81,cotton,1
21.14,76.91,205.09,rice,1
29.62,75.79,188.4,sugarcane,1
5.9,85.58,112.27,onion,0
20.76,69.38,78.23,soybean,1
36.67,50.05,182.03,sorghum,0
7.95,97.79,224.82,rice,0
8.52,69.18,117.46,wheat,0
32.29,41.8,12.3,potato,0
36.9,40.78,295.45,potato,0
23.25,74.84,208.98,rice,1
12.57,34.43,277.36,millet,0
37.29,38.98,18.97,wheat,0
19.38,59.44,43.33,onion,1
31.94,47.47,92.82,cotton,1
15.45,45.08,230.97,mustard,0
36.47,58.89,233.05,millet,0
7.79,88.56,170.3,tomato,0
5.39,84.83,292.0,sorghum,0
28.54,62.28,132.85,maize,1
29.33,38.31,18.79,mustard,0
16.39,48.26,54.99,mustard,1
29.81,48.08,339.98,groundnut,0
4.95,85.68,200.84,maize,0
15.86,41.96,50.76,mustard,1
25.62,63.23,97.0,soybean,1
35.44,49.09,0.17,tomato,0
16.7,52.87,133.7,mustard,0
26.8,53.58,79.76,sunflower,1
43.94,92.85,260.81,rice,0
25.43,58.53,81.17,mango,1
29.21,60.06,118.77,maize,1
8.59,73.01,170.55,potato,0
37.79,46.3,20.7,soybean,0
5.15,87.88,309.67,rice,0
29.9,49.86,73.64,sorghum,1
7.69,72.33,181.17,sunflower,0
29.4,51.44,61.75,cotton,1
10.92,99.98,108.88,tomato,0
25.98,70.79,64.31,tomato,1
21.77,62.37,122.14,maize,1
20.47,68.43,56.88,tomato,1
24.63,75.83,200.11,sugarcane,1
24.45,72.32,68.06,tomato,1
7.32,96.81,290.33,sugarcane,0
23.67,65.51,104.76,soybean,1
26.92,52.5,70.03,groundnut,1
17.23,69.44,71.07,potato,1
22.72,57.04,62.17,onion,1
38.57,35.73,36.93,soybean,0
6.34,73.01,172.58,cotton,0
37.16,23.07,14.98,cotton,0
26.5,54.87,63.66,sunflower,1
24.42,51.71,71.43,wheat,1
22.83,72.75,63.12,tomato,1
23.09,92.37,334.51,groundnut,0
35.47,45.42,187.47,soybean,0
13.51,96.22,268.66,sunflower,0
12.52,43.69,28.37,mustard,1
26.39,42.03,37.4,millet,1
24.57,57.1,89.08,mango,1
13.0,64.19,65.67,onion,1
25.4,69.5,70.84,soybean,1
23.52,57.79,70.14,groundnut,1
16.12,67.82,92.31,potato,1
21.32,66.35,73.55,soybean,1
29.12,88.13,126.89,sunflower,0
27.15,47.56,53.59,sorghum,1
6.89,89.22,234.9,maize,0
31.68,79.68,204.78,sugarcane,1
13.09,60.85,62.26,onion,1
10.14,35.69,280.79,sugarcane,0
36.66,25.25,248.35,wheat,0
42.78,57.38,9.83,banana,0
29.65,42.97,59.5,millet,1
37.36,39.07,4.51,soybean,0
51.35,62.27,91.42,sugarcane,0
29.42,62.94,71.25,soybean,1
28.6,61.63,113.24,maize,1
19.18,48.24,52.93,mustard,1
36.68,29.15,0.0,mustard,0
27.87,73.38,67.39,sunflower,0
27.24,65.9,102.8,soybean,1
29.86,76.47,204.56,sugarcane,1
22.96,65.71,71.54,soybean,1
10.89,55.0,331.24,rice,0
19.68,48.15,54.21,mustard,1
20.39,68.57,249.18,sorghum,0
9.64,60.27,148.21,cotton,0
16.41,48.24,49.92,wheat,1
27.7,52.07,67.32,cotton,1
23.15,64.38,119.28,maize,1
29.84,70.06,210.04,rice,1
32.66,67.6,275.56,maize,0
36.79,60.71,120.51,onion,0
27.66,75.54,218.36,banana,1
29.81,50.63,66.92,sorghum,1
22.52,58.79,123.51,maize,1
28.34,76.22,204.4,sugarcane,1
22.34,74.49,226.22,cotton,0
13.66,62.96,146.39,millet,0
5.49,90.63,287.8,rice,0
43.59,34.71,8.24,cotton,0
7.77,89.07,195.53,sugarcane,0
6.24,95.4,57.75,wheat,0
19.46,48.91,70.89,wheat,1
5.19,61.29,200.11,tomato,0
44.33,84.04,229.14,mango,0
41.12,32.19,58.38,maize,0
27.05,68.13,105.91,soybean,1
26.49,43.41,43.57,millet,1
16.83,65.28,69.22,potato,1
39.81,63.69,317.21,sunflower,0
40.24,35.08,9.93,groundnut,0
33.9,17.07,0.0,mustard,0
31.02,49.19,1.24,onion,0
20.37,77.37,193.29,rice,1
45.15,28.2,3.64,millet,0
-1.99,88.37,113.49,onion,0
38.71,31.79,12.62,maize,0
31.86,83.09,181.77,banana,1
23.68,67.04,54.89,tomato,1
28.94,58.54,68.34,groundnut,1
17.1,58.66,110.83,millet,0
47.93,47.29,104.75,rice,0
33.64,79.43,207.99,banana,1
12.42,25.31,191.75,banana,0
28.82,51.46,73.61,groundnut,1
28.08,65.36,71.83,soybean,1
24.48,71.3,46.68,tomato,1
12.73,92.96,195.58,soybean,0
24.62,46.16,77.63,wheat,1
38.05,31.4,10.65,wheat,0
35.9,34.23,13.64,sunflower,0
32.98,33.71,78.59,potato,0
17.8,46.57,42.45,mustard,1
46.75,54.43,99.13,rice,0
16.21,37.77,201.83,maize,0
42.93,59.87,88.02,banana,0
27.72,56.95,71.39,groundnut,1
17.05,64.96,51.22,onion,1
15.01,23.76,322.18,mustard,0
43.28,40.62,33.36,mango,0
16.18,54.41,118.59,millet,0
21.66,51.73,54.57,sunflower,1
9.07,82.02,175.14,mango,0
14.89,59.11,53.56,onion,1
33.68,53.33,76.92,sorghum,1
28.23,25.19,101.27,sunflower,0
18.82,67.55,86.24,potato,1
26.35,79.57,219.82,rice,1
11.07,76.6,149.77,groundnut,0
24.9,46.08,67.49,sunflower,1
2.54,83.08,164.82,potato,0
8.39,70.64,142.04,cotton,0
23.83,48.0,50.96,sunflower,1
40.03,36.8,9.36,maize,0
32.28,43.12,32.8,millet,1
41.41,26.13,61.5,sunflower,0
